Alliance,Carrier,Origin,Destination,Equip,seats_f,start_date,end_date,days_flying
star_alliance,LH,JED,ADD,333,8,2015-01-16,2015-03-28,71
star_alliance,LH,JED,FRA,333,8,2015-01-17,2015-03-28,70
star_alliance,LH,JFK,FRA,346,8,2015-01-20,2015-03-07,46
star_alliance,LH,JNB,FRA,388,8,2015-01-04,2015-03-27,82
star_alliance,LH,KIX,FRA,343,8,2015-02-02,2015-03-28,54
star_alliance,LH,KUL,CGK,343,8,2015-02-21,2015-03-29,36
star_alliance,LH,KUL,FRA,343,8,2015-02-22,2015-03-28,34
star_alliance,LH,KWI,DMM,333,8,2015-01-06,2015-03-27,80
star_alliance,LH,KWI,FRA,333,8,2015-01-06,2015-03-27,80
star_alliance,LH,KWI,FRA,333,8,2015-01-07,2015-03-28,80
star_alliance,LH,LAD,FRA,343,8,2015-01-07,2015-03-27,79
star_alliance,LH,LAX,FRA,74H,8,2015-01-06,2015-03-07,60
star_alliance,LH,LAX,MUC,346,8,2015-01-28,2015-03-02,33
star_alliance,LH,LOS,FRA,333,8,2015-02-23,2015-03-27,32
star_alliance,LH,LOS,PHC,333,8,2015-02-23,2015-03-28,33
star_alliance,LH,MCT,AUH,333,8,2015-02-24,2015-03-28,32
star_alliance,LH,MEX,FRA,74H,8,2015-01-04,2015-03-27,82
star_alliance,LH,MEX,MUC,346,8,2015-01-30,2015-03-16,45
star_alliance,LH,MIA,FRA,388,8,2014-12-01,2015-03-07,96
star_alliance,LH,MUC,BOM,333,8,2015-01-07,2015-03-28,80
star_alliance,LH,MUC,CLT,333,8,2015-01-22,2015-03-03,40
star_alliance,LH,MUC,CPT,346,8,2015-02-10,2015-03-27,45
star_alliance,LH,MUC,DEL,333,8,2015-01-02,2015-03-28,85
star_alliance,LH,MUC,DXB,333,8,2014-12-06,2015-03-21,105
star_alliance,LH,MUC,DXB,346,8,2015-02-16,2015-03-27,39
star_alliance,LH,MUC,GRU,346,8,2015-02-21,2015-03-28,35
star_alliance,LH,MUC,HKG,346,8,2015-02-25,2015-03-28,31
star_alliance,LH,MUC,HND,346,8,2015-02-10,2015-03-28,46
star_alliance,LH,MUC,ICN,346,8,2015-02-22,2015-03-27,33
star_alliance,LH,MUC,LAX,346,8,2015-01-28,2015-03-02,33
star_alliance,LH,MUC,MEX,346,8,2015-01-29,2015-03-15,45
star_alliance,LH,MUC,ORD,333,8,2015-01-21,2015-03-02,40
star_alliance,LH,MUC,PVG,346,8,2015-02-22,2015-03-28,34
star_alliance,LH,MUC,RUH,333,8,2015-01-03,2015-03-28,84
star_alliance,LH,MUC,SFO,346,8,2015-01-29,2015-03-03,33
star_alliance,LH,MUC,YUL,333,8,2015-01-02,2015-03-02,59
star_alliance,LH,NGO,FRA,343,8,2015-02-08,2015-03-28,48
star_alliance,LH,NKG,FRA,343,8,2015-02-23,2015-03-27,32
star_alliance,LH,NRT,FRA,343,8,2015-02-10,2015-03-28,46
star_alliance,LH,ORD,DUS,343,8,2015-01-16,2015-03-07,50
star_alliance,LH,ORD,FRA,74H,8,2015-01-01,2015-03-07,65
star_alliance,LH,ORD,MUC,333,8,2015-01-21,2015-03-02,40
star_alliance,LH,PHC,LOS,333,8,2015-02-23,2015-03-28,33
star_alliance,LH,PVG,MUC,346,8,2015-02-23,2015-03-27,32
star_alliance,LH,RUH,FRA,333,8,2015-01-04,2015-03-28,83
star_alliance,LH,RUH,MUC,333,8,2015-01-04,2015-03-27,82
star_alliance,LH,SFO,FRA,388,8,2015-01-14,2015-03-02,47
star_alliance,LH,SFO,MUC,346,8,2015-01-29,2015-03-03,33
star_alliance,LH,SSG,ABV,333,8,2015-01-03,2015-03-28,84
star_alliance,LH,TSE,FRA,333,8,2015-02-20,2015-03-27,35
star_alliance,LH,YUL,MUC,333,8,2015-01-02,2015-03-02,59
star_alliance,LX,BKK,ZRH,343,8,2014-12-01,2015-03-28,117
star_alliance,LX,BOM,ZRH,333,8,2015-01-14,2015-03-25,70
star_alliance,LX,BOM,ZRH,343,8,2015-01-19,2015-03-23,63
star_alliance,LX,BOS,ZRH,333,8,2015-01-18,2015-03-06,47
star_alliance,LX,BOS,ZRH,343,8,2015-01-24,2015-03-07,42
star_alliance,LX,DAR,NBO,333,8,2014-12-01,2015-03-27,116
star_alliance,LX,DEL,ZRH,333,8,2015-01-12,2015-03-23,70
star_alliance,LX,DEL,ZRH,333,8,2015-01-29,2015-03-10,40
star_alliance,LX,DEL,ZRH,333,8,2015-02-04,2015-03-25,49
star_alliance,LX,DXB,MCT,333,8,2014-12-01,2015-03-27,116
star_alliance,LX,DXB,ZRH,333,8,2014-12-01,2015-03-28,117
star_alliance,LX,EWR,ZRH,333,8,2015-01-02,2015-03-06,63
star_alliance,LX,EWR,ZRH,333,8,2015-01-18,2015-03-07,48
star_alliance,LX,GRU,ZRH,343,8,2015-02-22,2015-03-27,33
star_alliance,LX,GRU,ZRH,343,8,2015-02-23,2015-03-26,31
star_alliance,LX,GVA,JFK,333,8,2014-12-01,2015-03-06,95
star_alliance,LX,GVA,JFK,333,8,2014-12-06,2015-03-07,91
star_alliance,LX,HKG,ZRH,343,8,2014-12-01,2015-03-27,116
star_alliance,LX,JFK,GVA,333,8,2014-12-01,2015-03-07,96
star_alliance,LX,JFK,ZRH,333,8,2014-12-01,2015-03-07,96
star_alliance,LX,JFK,ZRH,333,8,2014-12-05,2015-03-06,91
star_alliance,LX,JFK,ZRH,333,8,2015-01-07,2015-03-07,59
star_alliance,LX,LAX,ZRH,343,8,2015-01-06,2015-03-07,60
star_alliance,LX,MCT,DXB,333,8,2014-12-01,2015-03-28,117
star_alliance,LX,MIA,ZRH,333,8,2014-12-01,2015-03-07,96
star_alliance,LX,NBO,DAR,333,8,2014-12-29,2015-03-28,89
star_alliance,LX,NBO,ZRH,333,8,2014-12-01,2015-03-28,117
star_alliance,LX,NRT,ZRH,343,8,2015-01-16,2015-03-28,71
star_alliance,LX,ORD,ZRH,333,8,2015-01-07,2015-03-07,59
star_alliance,LX,PEK,ZRH,333,8,2015-02-23,2015-03-28,33
star_alliance,LX,SFO,ZRH,343,8,2015-01-07,2015-03-07,59
star_alliance,LX,SIN,ZRH,343,8,2014-12-01,2015-03-27,116
star_alliance,LX,ZRH,BKK,343,8,2014-12-01,2015-03-28,117
star_alliance,LX,ZRH,BOM,343,8,2015-01-18,2015-03-22,63
star_alliance,LX,ZRH,BOS,333,8,2015-01-18,2015-03-06,47
star_alliance,LX,ZRH,BOS,343,8,2015-01-24,2015-03-07,42
star_alliance,LX,ZRH,DEL,333,8,2015-01-28,2015-03-09,40
star_alliance,LX,ZRH,DEL,333,8,2015-01-29,2015-03-27,57
star_alliance,LX,ZRH,DXB,333,8,2014-12-01,2015-03-27,116
star_alliance,LX,ZRH,EWR,333,8,2015-01-02,2015-03-06,63
star_alliance,LX,ZRH,EWR,333,8,2015-01-18,2015-03-07,48
star_alliance,LX,ZRH,GRU,343,8,2015-02-21,2015-03-28,35
star_alliance,LX,ZRH,GRU,343,8,2015-02-23,2015-03-26,31
star_alliance,LX,ZRH,HKG,343,8,2014-12-01,2015-03-28,117
star_alliance,LX,ZRH,JFK,333,8,2014-12-01,2015-03-05,94
star_alliance,LX,ZRH,JFK,333,8,2014-12-01,2015-03-07,96
star_alliance,LX,ZRH,JFK,333,8,2014-12-06,2015-03-07,91
star_alliance,LX,ZRH,LAX,343,8,2015-01-06,2015-03-07,60
star_alliance,LX,ZRH,MIA,333,8,2014-12-01,2015-03-07,96
star_alliance,LX,ZRH,NBO,333,8,2014-12-01,2015-03-28,117
star_alliance,LX,ZRH,NBO,333,8,2015-01-04,2015-03-22,77
star_alliance,LX,ZRH,NRT,343,8,2015-01-15,2015-03-28,72
star_alliance,LX,ZRH,ORD,333,8,2015-01-07,2015-03-07,59
star_alliance,LX,ZRH,PEK,333,8,2015-02-22,2015-03-28,34
star_alliance,LX,ZRH,SFO,343,8,2015-01-07,2015-03-07,59
star_alliance,LX,ZRH,SIN,343,8,2014-12-01,2015-03-28,117
star_alliance,NH,CDG,HND,77W,8,2015-02-10,2015-03-28,46
star_alliance,NH,CDG,NRT,77W,8,2015-02-10,2015-03-28,46
star_alliance,NH,FRA,HND,77W,8,2014-12-01,2015-03-28,117
star_alliance,NH,GMP,HND,77W,8,2014-12-01,2015-03-28,117
star_alliance,NH,HND,CDG,77W,8,2015-02-10,2015-03-28,46
star_alliance,NH,HND,FRA,77W,8,2014-12-01,2015-03-28,117
star_alliance,NH,HND,GMP,77W,8,2014-12-01,2015-03-28,117
star_alliance,NH,HND,LHR,77W,8,2014-12-01,2015-03-28,117
star_alliance,NH,LHR,HND,77W,8,2014-12-01,2015-03-28,117
star_alliance,NH,NRT,CDG,77W,8,2015-02-10,2015-03-28,46
star_alliance,OZ,BKK,ICN,744,12,2014-12-25,2015-03-01,66
star_alliance,OZ,FRA,ICN,744,12,2014-12-01,2015-03-28,117
star_alliance,OZ,HAN,ICN,74E,12,2015-01-03,2015-03-28,84
star_alliance,OZ,HKG,ICN,388,10,2014-12-01,2015-12-01,365
star_alliance,OZ,HKG,ICN,74E,12,2014-12-30,2015-03-29,89
star_alliance,OZ,HKG,ICN,74E,12,2015-01-05,2015-03-28,82
star_alliance,OZ,ICN,FRA,744,12,2014-12-01,2015-03-28,117
star_alliance,OZ,ICN,HAN,74E,12,2015-01-03,2015-03-28,84
star_alliance,OZ,ICN,HKG,388,10,2014-12-01,2015-12-01,365
star_alliance,OZ,ICN,HKG,74E,12,2014-12-29,2015-03-28,89
star_alliance,OZ,ICN,HKG,74E,12,2015-01-05,2015-11-30,329
star_alliance,OZ,ICN,KIX,744,12,2014-12-28,2015-03-26,88
star_alliance,OZ,ICN,LAX,388,10,2014-12-01,2015-03-07,96
star_alliance,OZ,ICN,NRT,74E,12,2014-12-26,2015-12-26,365
star_alliance,OZ,ICN,NRT,74E,12,2014-12-29,2015-12-29,365
star_alliance,OZ,ICN,PVG,744,12,2015-01-03,2015-03-09,65
star_alliance,OZ,KIX,ICN,744,12,2014-12-28,2015-03-26,88
star_alliance,OZ,LAX,ICN,388,10,2014-12-01,2015-03-07,96
star_alliance,OZ,NRT,ICN,74E,12,2014-12-29,2015-03-28,89
star_alliance,OZ,PVG,ICN,744,12,2015-01-03,2015-03-09,65
star_alliance,SQ,AKL,SIN,388,12,2015-01-06,2015-03-28,81
star_alliance,SQ,BCN,GRU,77W,8,2015-02-23,2015-03-28,33
star_alliance,SQ,BCN,MXP,77W,8,2015-01-07,2015-03-25,77
star_alliance,SQ,BCN,MXP,77W,8,2015-01-11,2015-03-22,70
star_alliance,SQ,BCN,SIN,77W,8,2015-01-06,2015-03-27,80
star_alliance,SQ,BOM,SIN,388,12,2015-01-12,2015-03-28,75
star_alliance,SQ,BWN,SIN,773,8,2015-01-09,2015-11-30,325
star_alliance,SQ,CDG,SIN,388,12,2014-12-01,2015-03-28,117
star_alliance,SQ,CGK,SIN,773,8,2015-01-06,2015-03-28,81
star_alliance,SQ,CGK,SIN,773,8,2015-01-06,2015-03-28,81
star_alliance,SQ,CGK,SIN,773,8,2015-01-06,2015-10-25,292
star_alliance,SQ,CGK,SIN,773,8,2015-01-06,2015-11-30,328
star_alliance,SQ,CGK,SIN,773,8,2015-01-06,2015-11-30,328
star_alliance,SQ,DEL,SIN,388,12,2015-02-16,2015-03-28,40
star_alliance,SQ,DME,IAH,77W,8,2014-12-02,2015-03-07,95
star_alliance,SQ,DME,SIN,77W,8,2015-01-07,2015-03-08,60
star_alliance,SQ,DXB,SIN,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,DXB,SIN,77W,8,2015-01-07,2015-03-27,79
star_alliance,SQ,FRA,JFK,388,12,2014-12-01,2015-03-07,96
star_alliance,SQ,FRA,SIN,388,12,2015-01-06,2015-03-28,81
star_alliance,SQ,FRA,SIN,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,GRU,BCN,77W,8,2015-02-23,2015-03-26,31
star_alliance,SQ,HKG,SFO,77W,8,2014-12-01,2015-03-07,96
star_alliance,SQ,HKG,SIN,388,12,2015-01-27,2015-03-28,60
star_alliance,SQ,HKG,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,HKG,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,HND,SIN,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,IAH,DME,77W,8,2014-12-02,2015-03-07,95
star_alliance,SQ,ICN,SFO,77W,8,2014-12-01,2015-03-07,96
star_alliance,SQ,ICN,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,JFK,FRA,388,12,2014-12-01,2015-03-07,96
star_alliance,SQ,LAX,NRT,388,12,2014-12-01,2015-03-07,96
star_alliance,SQ,LHR,SIN,388,12,2015-01-06,2015-03-28,81
star_alliance,SQ,LHR,SIN,388,12,2015-02-25,2015-03-28,31
star_alliance,SQ,LHR,SIN,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,MAN,MUC,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,MEL,SIN,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,MEL,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,MEL,SIN,77W,8,2015-02-15,2015-03-27,40
star_alliance,SQ,MNL,SIN,77W,8,2015-01-12,2015-03-28,75
star_alliance,SQ,MUC,MAN,77W,8,2015-01-07,2015-03-28,80
star_alliance,SQ,MUC,MAN,77W,8,2015-01-11,2015-03-22,70
star_alliance,SQ,MUC,SIN,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,MUC,SIN,77W,8,2015-01-11,2015-03-22,70
star_alliance,SQ,MXP,BCN,77W,8,2015-01-07,2015-03-25,77
star_alliance,SQ,MXP,BCN,77W,8,2015-01-11,2015-03-22,70
star_alliance,SQ,MXP,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,MXP,SIN,77W,8,2015-01-07,2015-03-25,77
star_alliance,SQ,MXP,SIN,77W,8,2015-01-11,2015-03-22,70
star_alliance,SQ,NRT,LAX,388,12,2014-12-01,2015-03-07,96
star_alliance,SQ,NRT,SIN,388,12,2014-12-01,2015-03-28,117
star_alliance,SQ,NRT,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,PEK,SIN,388,12,2015-01-05,2015-03-28,82
star_alliance,SQ,PEK,SIN,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,PVG,SIN,388,12,2015-01-29,2015-03-28,58
star_alliance,SQ,PVG,SIN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SFO,HKG,77W,8,2014-12-01,2015-03-08,97
star_alliance,SQ,SFO,ICN,77W,8,2014-12-01,2015-03-07,96
star_alliance,SQ,SIN,AKL,388,12,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,BCN,77W,8,2015-01-08,2015-03-28,79
star_alliance,SQ,SIN,BOM,388,12,2015-01-12,2015-03-28,75
star_alliance,SQ,SIN,BWN,773,8,2015-01-09,2015-11-30,325
star_alliance,SQ,SIN,CDG,388,12,2015-01-19,2015-03-28,68
star_alliance,SQ,SIN,CGK,773,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,CGK,773,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,CGK,773,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,CGK,773,8,2015-01-06,2015-11-30,328
star_alliance,SQ,SIN,CGK,773,8,2015-01-06,2015-11-30,328
star_alliance,SQ,SIN,DEL,388,12,2015-02-16,2015-03-28,40
star_alliance,SQ,SIN,DME,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,DXB,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,FRA,388,12,2015-01-06,2015-03-06,59
star_alliance,SQ,SIN,FRA,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,HKG,388,12,2015-01-27,2015-11-30,307
star_alliance,SQ,SIN,HKG,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,HKG,77W,8,2014-12-01,2015-11-30,364
star_alliance,SQ,SIN,HND,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,ICN,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,LHR,388,12,2015-01-06,2015-03-27,80
star_alliance,SQ,SIN,LHR,388,12,2015-02-25,2015-03-28,31
star_alliance,SQ,SIN,LHR,77W,8,2015-01-06,2015-03-28,81
star_alliance,SQ,SIN,MEL,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,MEL,77W,8,2014-12-01,2015-03-27,116
star_alliance,SQ,SIN,MEL,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,MEL,77W,8,2014-12-02,2015-03-28,116
star_alliance,SQ,SIN,MNL,77W,8,2015-01-12,2015-11-30,322
star_alliance,SQ,SIN,MUC,77W,8,2015-01-06,2015-03-27,80
star_alliance,SQ,SIN,MUC,77W,8,2015-01-10,2015-03-21,70
star_alliance,SQ,SIN,MXP,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,MXP,77W,8,2015-01-06,2015-03-24,77
star_alliance,SQ,SIN,MXP,77W,8,2015-01-11,2015-03-22,70
star_alliance,SQ,SIN,NRT,388,12,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,NRT,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,PEK,388,12,2015-01-05,2015-03-28,82
star_alliance,SQ,SIN,PEK,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,PVG,388,12,2015-01-29,2015-03-28,58
star_alliance,SQ,SIN,PVG,77W,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,SYD,388,12,2014-12-01,2015-03-27,116
star_alliance,SQ,SIN,SYD,388,12,2014-12-02,2015-03-28,116
star_alliance,SQ,SIN,SYD,773,8,2014-12-01,2015-03-28,117
star_alliance,SQ,SIN,SYD,77W,8,2015-02-04,2015-03-28,52
star_alliance,SQ,SIN,ZRH,388,12,2015-01-06,2015-03-28,81
star_alliance,SQ,SYD,SIN,388,12,2014-12-01,2015-03-28,117
star_alliance,SQ,SYD,SIN,773,8,2014-12-02,2015-03-28,116
star_alliance,SQ,SYD,SIN,77W,8,2014-12-02,2015-03-28,116
star_alliance,SQ,SYD,SIN,77W,8,2015-01-30,2015-03-27,56
star_alliance,SQ,ZRH,SIN,388,12,2015-01-06,2015-03-28,81
star_alliance,TG,BKK,CDG,380,10,2014-12-01,2015-03-28,117
star_alliance,TG,BKK,FCO,744,10,2014-12-01,2015-03-27,116
star_alliance,TG,BKK,FRA,346,8,2015-01-17,2015-03-28,70
star_alliance,TG,BKK,FRA,380,10,2014-12-01,2015-03-27,116
star_alliance,TG,BKK,HKG,380,10,2014-12-01,2015-03-27,116
star_alliance,TG,BKK,HKG,380,10,2014-12-02,2015-03-28,116
star_alliance,TG,BKK,HKG,744,10,2014-12-03,2015-03-25,112
star_alliance,TG,BKK,HKG,744,10,2015-01-11,2015-03-28,76
star_alliance,TG,BKK,HND,744,10,2014-12-29,2015-03-28,89
star_alliance,TG,BKK,KIX,380,10,2014-12-23,2015-03-28,95
star_alliance,TG,BKK,LHR,747,14,2014-12-01,2015-03-28,117
star_alliance,TG,BKK,LHR,747,14,2015-01-17,2015-03-28,70
star_alliance,TG,BKK,MUC,747,14,2014-12-31,2015-03-28,87
star_alliance,TG,BKK,MXP,744,10,2014-12-02,2015-03-28,116
star_alliance,TG,BKK,NRT,380,10,2014-12-01,2015-03-28,117
star_alliance,TG,BKK,NRT,380,10,2015-01-16,2015-03-28,71
star_alliance,TG,BKK,PEK,747,14,2014-12-30,2015-03-28,88
star_alliance,TG,BKK,SIN,346,8,2014-12-01,2015-03-28,117
star_alliance,TG,BKK,SYD,744,10,2014-12-02,2015-03-28,116
star_alliance,TG,BKK,SYD,744,10,2015-02-21,2015-03-28,35
star_alliance,TG,BKK,ZRH,346,8,2014-12-01,2015-03-28,117
star_alliance,TG,CDG,BKK,380,10,2014-12-01,2015-03-28,117
star_alliance,TG,FCO,BKK,744,10,2014-12-01,2015-03-27,116
star_alliance,TG,FRA,BKK,346,8,2015-01-17,2015-03-28,70
star_alliance,TG,FRA,BKK,380,10,2014-12-01,2015-03-28,117
star_alliance,TG,HKG,BKK,380,10,2014-12-01,2015-03-27,116
star_alliance,TG,HKG,BKK,380,10,2014-12-02,2015-03-28,116
star_alliance,TG,HKG,BKK,744,10,2015-01-11,2015-03-28,76
star_alliance,TG,HND,BKK,744,10,2014-12-30,2015-03-28,88
star_alliance,TG,KIX,BKK,380,10,2014-12-24,2015-03-28,94
star_alliance,TG,LHR,BKK,747,14,2014-12-01,2015-03-28,117
star_alliance,TG,LHR,BKK,747,14,2015-01-17,2015-03-28,70
star_alliance,TG,MUC,BKK,747,14,2014-12-31,2015-03-28,87
star_alliance,TG,MXP,BKK,744,10,2014-12-02,2015-03-28,116
star_alliance,TG,NRT,BKK,380,10,2014-12-01,2015-03-28,117
star_alliance,TG,NRT,BKK,380,10,2015-01-17,2015-03-28,70
star_alliance,TG,PEK,BKK,747,14,2014-12-30,2015-03-28,88
star_alliance,TG,SIN,BKK,346,8,2014-12-01,2015-03-28,117
star_alliance,TG,SYD,BKK,744,10,2014-12-01,2015-03-28,117
star_alliance,TG,SYD,BKK,744,10,2014-12-03,2015-03-25,112
star_alliance,TG,SYD,BKK,744,10,2014-12-03,2015-03-27,114
star_alliance,TG,SYD,BKK,744,10,2014-12-05,2015-03-27,112
star_alliance,TG,ZRH,BKK,346,8,2014-12-01,2015-03-28,117
star_alliance,UA,AMS,IAH,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,BAH,KWI,777,8,2014-12-02,2015-03-08,96
star_alliance,UA,BOM,EWR,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,BRU,EWR,777,8,2015-01-06,2015-03-05,58
star_alliance,UA,BRU,IAD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,DEL,EWR,777,8,2014-12-01,2015-03-06,95
star_alliance,UA,DXB,IAD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,EWR,BOM,777,8,2014-12-01,2015-03-05,94
star_alliance,UA,EWR,BRU,777,8,2015-01-06,2015-03-04,57
star_alliance,UA,EWR,DEL,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,EWR,LHR,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,EWR,NRT,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,EWR,TLV,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,EWR,TLV,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,FRA,IAD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,FRA,IAD,777,8,2015-01-13,2015-03-07,53
star_alliance,UA,FRA,ORD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,FRA,SFO,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,GUM,HNL,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,GUM,NRT,777,8,2014-12-01,2015-03-28,117
star_alliance,UA,GUM,NRT,777,8,2014-12-01,2015-09-03,276
star_alliance,UA,HNL,DEN,777,8,2014-12-18,2015-03-03,75
star_alliance,UA,HNL,GUM,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,HNL,IAH,777,8,2015-01-06,2015-03-04,57
star_alliance,UA,HNL,ORD,777,8,2014-12-01,2015-03-04,93
star_alliance,UA,IAD,BRU,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,IAD,DXB,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,IAD,FRA,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,IAD,FRA,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,IAD,IAH,777,8,2015-02-12,2015-03-26,42
star_alliance,UA,IAD,IAH,777,8,2015-02-13,2015-03-27,42
star_alliance,UA,IAD,IAH,777,8,2015-02-18,2015-03-25,35
star_alliance,UA,IAD,KWI,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,IAD,LHR,777,8,2015-01-02,2015-03-07,64
star_alliance,UA,IAD,LHR,777,8,2015-01-02,2015-03-07,64
star_alliance,UA,IAD,LHR,777,8,2015-01-05,2015-03-02,56
star_alliance,UA,IAD,LHR,777,8,2015-01-12,2015-03-02,49
star_alliance,UA,IAD,NRT,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,IAH,AMS,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,IAH,HNL,777,8,2015-01-06,2015-03-04,57
star_alliance,UA,IAH,NRT,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,KWI,BAH,777,8,2014-12-02,2015-03-08,96
star_alliance,UA,KWI,IAD,777,8,2015-01-07,2015-03-06,58
star_alliance,UA,LAX,LHR,777,8,2014-12-25,2015-03-07,72
star_alliance,UA,LAX,SYD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,LHR,EWR,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,LHR,IAD,777,8,2015-01-01,2015-03-07,65
star_alliance,UA,LHR,IAD,777,8,2015-01-03,2015-03-07,63
star_alliance,UA,LHR,LAX,777,8,2014-12-26,2015-03-07,71
star_alliance,UA,LHR,SFO,777,8,2014-12-26,2015-03-07,71
star_alliance,UA,NRT,EWR,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,NRT,GUM,777,8,2014-12-01,2015-03-28,117
star_alliance,UA,NRT,GUM,777,8,2015-01-06,2016-01-06,365
star_alliance,UA,NRT,IAD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,NRT,IAH,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,NRT,ORD,744,12,2014-12-28,2015-03-07,69
star_alliance,UA,NRT,SFO,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,NRT,SIN,777,8,2015-01-07,2015-03-28,80
star_alliance,UA,ORD,FRA,777,8,2015-01-01,2015-03-07,65
star_alliance,UA,ORD,NRT,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,PVG,SFO,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,SFO,FRA,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,SFO,LHR,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,SFO,NRT,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,SFO,PVG,744,12,2015-01-06,2015-03-07,60
star_alliance,UA,SFO,SYD,777,8,2015-01-06,2015-03-07,60
star_alliance,UA,SIN,NRT,777,8,2015-01-01,2015-03-28,86
star_alliance,UA,SYD,LAX,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,SYD,SFO,777,8,2014-12-01,2015-03-07,96
star_alliance,UA,TLV,EWR,777,8,2015-01-06,2015-03-06,59
star_alliance,UA,TLV,EWR,777,8,2015-01-06,2015-03-07,60
